source,target
fairly,assez
fairness,équité
faith,foi
faithful,fidèles
fake,faux
fall,tomber
falling,chute
falls,Falls
false,faux
falsehood,mensonge
fame,Fame
familiar,familier
familiarity,familiarité
family,famille
famous,célèbre
fan,fan
fans,Fans
fantastic,fantastique
fantasy,Fantasy
far,loin
fart,fart
fascinated,fasciné
fascinating,fascinant
fascination,fascination
fashion,mode
fashioned,fashioned
fast,rapidement
faster,plusrapide
fat,graisse
father,père
fault,faute
fave,fave
favor,faveur
favorite,préférée
favorites,Favoris
favourite,préférés
favourites,favoris
fear,peur
fears,craintes
feature,fonction
featured,Spécial
features,fonctions
featurette,Featurette
featurettes,featurettes
featuring,mettantenvedette
fed,nourris
feeding,d'alimentation
feel,sentir
feeling,sentiment
feelings,sentiments
feels,sent
fell,tomba
fellow,garçon
felt,sentir
female,femelle
femme,femme
festival,festival
fever,Fièvre
few,peude
fiction,Fiction
fictitious,fictive
fiddle,fiddle
fidelity,fidélité
field,champ
fields,champs
fifteen,quinze
fifth,cinquième
fifty,cinquante
fight,sebattre
fighter,chasseur
fighting,combats
figurative,figuratifs
figure,Figure
figured,figuré
figures,Chiffres
figuring,figurant
file,fichier
fill,remplir
filled,remplis
filler,filler
fills,comble
film,Film
filmed,filmé
filming,tournage
filmmakers,cinéastes
films,films
final,final
finally,Enfin
financial,financière
financially,financièrement
find,rechercher
finding,trouver
finds,constate
fine,beau
finest,plusbeaux
fingers,doigts
finish,finition
finished,fini
finishing,finition
finney,Finney
fire,incendie
fired,tiré
firm,cabinet
firmly,fermement
firms,entreprises
first,premier
firth,Firth
fish,poisson
fit,enforme
fits,s'adapte
five,cinq
fix,réparer
flair,Flair
flame,flamme
flat,plat
flavor,saveur
flaw,faille
flawed,vicié
flawless,impeccable
flaws,défauts
flew,volé
flick,Flick
flies,mouches
flight,vol
flip,Flip
floor,étage
flow,flux
flowery,fleurie
flows,flux
fluff,fluff
flute,flûte
flying,battant
focus,focus
focused,concentré
focuses,seconcentre
focusing,enmettantl'accent
fog,brouillard
foley,Foley
folk,Folk
folks,folks
follow,suivre
follow-up,suivi
followed,suivi
following,suivant
follows,suit
food,nourriture
foods,aliments
fool,idiot
fooled,dupé
fools,sots
foot,pied
footage,footage
football,football
for,pour
forbidden,interdit
force,vigueur
forced,forcé
forces,forces
forcing,forcer
ford,Ford
foreign,étrangers
foreigner,étranger
foremost,avanttout
forest,forêt
forever,toujours
forewarned,prévenu
forget,oublier
forgettable,oubliables
forgiven,pardonné
forgiving,pardonnant
forgotten,oubliée
form,forme
format,format
former,ancien
forms,formes
formula,formule
formulaic,stéréotypé
forth,etc
fortunate,chance
fortunately,Heureusement
fortune,fortune
forty,quarante
forward,versl'avant
foster,favoriser
found,trouvé
foundation,Fondation
four,quatre
fox,Fox
fragile,fragile
france,France
franchise,franchise
francisco,francisco
frank,Frank
frankenstein,Frankenstein
frankie,frankie
frankly,franchement
freaks,Freaks
free,gratuit
freedom,liberté
french,français
frequently,Foire
fresh,fraîches
freud,Freud
friend,ami
friends,amis
friendship,amitié
friggin,friggin
frightened,peur
frightening,effrayant
from,àpartirde
front,front
fruits,fruits
frustrating,frustrant
frustration,lafrustration
full,complet
full-length,full-length
fullest,plein
fullscreen,fullscreen
fully,pleinement
fun,rigolo
function,fonction
fundamentalism,intégrisme
fundamentalists,Lesfondamentalistes
funk,Funk
funky,funky
funnier,drôle
funniest,drôle
funny,drôle
further,plusloin
furthermore,enoutre
fury,fureur
fusion,fusion
future,avenir
fuzzy,fuzzy
fx,fx
g,g
gabriel,gabriel
gain,gain
galore,Galore
game,jeu
games,jeux
gang,gang
garage,Garage
garbage,ordures
garden,jardin
garner,Garner
gary,gary
gate,porte
gates,portes
gather,rassembler
gathering,collecte
gave,adonné
gay,gay
gee,gee
gem,GEM
gems,GEMS
gender,sexe
general,général
generalized,généralisée
generally,généralement
generated,généré
generation,génération
generations,générations
generic,génériques
genius,génie
genre,Genre
genres,Genres
gentle,douce
genuinely,véritablement
geographic,géographiques
geography,Géographie
george,george
gerald,gerald
german,Allemand
germany,Allemagne
get,obtenir
gets,obtient
gettin,Gettin
getting,S'y
ghost,Ghost
ghosts,fantômes
giant,géant
giants,géants
gift,cadeau
gifts,Cadeaux
gilbert,gilbert
girl,fille
girlfriend,petiteamie
girls,filles
give,donner
given,donnée
gives,donne
giving,donnant
glad,ravi
glaring,flagrant
glass,verre
glenn,Glenn
glimpse,aperçu
global,mondiale
glorious,glorieux
glory,gloire
glowing,lumineux
go,aller
god,dieu
goes,va
going,allant
gold,or
goldberg,Goldberg
golden,or
gone,allé
gonna,gonna
goo,Goo
good,bien
goodbye,aurevoir
goofy,goofy
google,google
gordon,gordon
gore,Gore
gorgeous,sublime
gospel,Evangile
got,a
gotten,obtenu
government,Gouvernement
grace,grâce
grade,grade
grader,grader
graders,niveleuses
gradually,progressivement
graduate,diplômé
grafton,Grafton
grain,grain
grainy,granuleuse
grammar,grammaire
grand,Grand
granddaughter,petite-fille
grandfather,grand-père
grandma,Grand-mère
grandpa,grand-père
graphic,graphique
graphics,graphics
grasp,saisir
grateful,reconnaissants
grating,grincement
grave,graves
great,super
greater,uneplusgrande
greatest,plusgrand
greatly,grandement
greatness,grandeur
greedy,gourmande
green,vert
greene,Greene
greg,greg
grew,aaugmenté
grey,gris
grief,chagrin
grim,grim
grip,grip
gripping,préhension
gritty,Gritty
groove,Groove
grooves,rainures
groovy,Groovy
gross,brut
grossly,grossièrement
ground,terre
groundbreaking,révolutionnaire
group,groupe
groups,groupes
grow,grandir
growing,croissante
grown,grandi
grows,pousse
growth,lacroissance
gruesome,macabre
grunge,grunge
guarantee,garantie
guaranteed,garantie
guard,Garde
guess,deviner
guessed,deviné
guessing,devinettes
guest,guest
guests,invités
guide,Guide
guilty,coupable
guitar,guitare
guitarist,guitariste
guitarists,Guitariste
guitars,Guitares
gulf,Gulf
gun,gun
gut,gut
guy,type
guys,guys
gwen,gwen
habit,habitude
habits,habitudes
hack,hack
had,avait
hair,cheveux
half,moitié
halfway,àmi-chemin
hall,Hall
hallmark,poinçon
hamilton,Hamilton
hammer,marteau
hammond,Hammond
hand,main
handful,poignée
handling,manutention
hands,mains
handsome,beau
handy,handy
hank,Hank
happen,arriver
happened,événements
happens,arrive
happiness,bonheur
happy,heureux
hard,dur
hardcore,hardcore
harder,plusdifficile
hardly,àpeine
hardships,difficultés
harm,dommage
harmonies,harmonies
harmony,harmonie
harold,harold
harriet,Harriet
harris,Harris
harrison,Harrison
harry,harry
harsh,dures
harvard,Harvard
has,a
hat,chapeau
hate,détester
hated,haï
hater,Hater
haters,haters
hates,hait
haunting,haunting
have,avoir
having,ayant
havoc,ravages
hawaii,hawaii
he,il
head,tête
headache,mauxdetête
headed,dirigé
heading,rubrique
headphones,casque
heads,têtes
health,santé
healthy,sain
hear,entendre
heard,entendu
hearing,audience
hears,entend
heart,cœur
heartbreaking,navrant
heartfelt,sincères
hearts,coeurs
heartwarming,réconfortant
heat,chaleur
heathers,bruyères
heaven,ciel
heavier,lourd
heavily,lourdement
heavy,lourd
heck,Heck
heed,tenircomptede
height,taille
heights,hauteurs
heir,héritier
held,tenu
hell,enfer
hello,bonjour
help,aider
helped,aidé
helpful,intéressant
helping,aider
helps,aide
hence,parconséquent
henry,henry
hepburn,Hepburn
her,sa
herbert,Herbert
here,ici
hero,héros
heroes,Heroes
heroic,héroïque
heroine,héroïne
heros,héros
hers,lasienne
herself,elle-même
hesitate,N'hésitez
hey,hé
hi,salut
hidden,caché
hide,masquer
hides,cache
hiding,cacher
hierarchy,Hierarchy
high,haut
higher,supérieur
highest,lesplusélevés
highlight,mettreenévidence
highlights,Faitssaillants
highly,hautement
highway,Autoroute
hilarious,hilarious
hilariously,hilarante
hill,Hill
hills,collines
him,lui
himself,lui-même
hint,Hint
hip,Hip
hip-hop,hip-hop
hiphop,hiphop
hippie,hippie
his,son
hiss,sifflement
historian,historien
historical,historique
histories,histoires
history,histoire
hit,toucher
hits,Hits
hokey,Hokey
hold,tenir
holds,détient
hole,trou
holes,trous
holiday,vacances
hollow,creux
hollywood,hollywood
holmes,holmes
holocaust,Holocauste
holy,sainte
homage,hommage
home,Accueil
homeless,sans-abri
homework,devoirs
honest,honnête
honestly,honnêtement
honesty,honnêteté
honey,miel
honky,Honky
honor,honneur
hood,hotte
hook,crochet
hooks,crochets
hop,hop
hope,espérer
hoped,espéré
hopeful,espoir
hopefully,espérons
hopelessly,désespérément
hopes,espère
hoping,enespérant
hopper,trémie
horn,Horn
horns,cornes
horrendous,horrible
horrible,horrible
horribly,horriblement
horrid,horrible
horrified,horrifié
horror,horreur
horse,cheval
hospital,hôpital
host,hôte
hot,chaud
hour,heures
hours,heures
house,maison
household,desménages
how,comment
however,cependant
http,http
huge,énorme
hugh,Hugh
huh,hein
human,del'homme
humanity,l'humanité
humans,humains
humble,humble
humming,fredonnant
humor,humour
humorous,humour
humour,humour
hundred,cent
hundreds,descentaines
hurt,blesser
hurts,blesse
husband,mari
hype,HYPE
hypnotic,hypnotique
hypothesis,hypothèse
hysterical,hystérique
i,je
i.e,ie
idea,idée
ideal,idéal
ideas,idées
identified,identifiés
ideological,idéologique
idiot,idiot
idiotic,idiot
if,si
iggy,iggy
ignorant,ignorante
ignored,ignoré
ignores,ignore
ii,ii
iii,iii
ill,malade
illegal,illégales
illogical,illogique
illustrates,illustre
illustrations,illustrations
im,im
image,image
images,images
imaginable,imaginable
imaginary,imaginaire
imagination,imagination
imaginative,imaginatif
imagine,imaginer
imdb,imdb
imho,imho
imitation,imitation
immature,immature
immediate,immédiate
immediately,immédiatement
immediatly,immediat
immensely,immensément
immersed,immergé
immigrant,immigrants
impact,impact
impacted,touchés
impeccable,impeccable
implausible,invraisemblable
implications,implications
implies,implique
import,l'importation
importance,importance
important,Important
impossible,impossible
impress,impressionner
impressed,impressionné
impression,impression
impressions,impressions
impressive,impressionnant
improve,améliorer
improved,améliorées
improvement,amélioration
in,dans
in-depth,enprofondeur
inaccuracies,inexactitudes
inaccurate,inexacts
inane,inane
inappropriate,inappropriées
incest,inceste
incident,incident
include,comprennent
included,inclus
includes,comprend
including,ycomprisles
incoherent,incohérent
incompetence,incompétence
incompetent,incompétents
incomplete,incomplète
incomprehensible,incompréhensible
inconsistent,incompatibles
incorrect,incorrecte
incorrectly,incorrecte
increase,augmenter
incredible,incroyable
incredibly,incroyablement
incubus,Incubus
indeed,eneffet
independence,indépendance
independent,indépendants
indians,Indiens
indicate,indiquer
indication,indication
indie,indie
indispensable,indispensable
individual,individuels
individuals,individus
indulgent,indulgent
industrial,industrielle
industry,Industrie
ineffective,inefficace
inept,inepte
inevitable,inévitable
inexpensive,peucoûteux
inexplicable,inexplicable
inexplicably,inexplicablement
infamous,infâme
infatuated,infatué
infectious,infectieuses
inferior,inférieure
influence,influence
influenced,influencées
influences,influences
influential,influents
info,info
information,l'information
informative,informative
informed,informé
ingredients,ingrédients
inhabitants,habitants
inherent,inhérente
initial,initiale
initially,initialement
initiative,initiative
innocence,innocence
innocent,innocente
innovative,innovantes
insane,insane
inside,àl'intérieur
insight,Insight
insightful,perspicace
insights,aperçu
insipid,fade
insistence,insistance
insomnia,l'insomnie
inspiration,inspiration
inspirational,Inspirational
inspire,Inspirez
inspired,inspiré
inspiring,inspirante
instance,exemple
instant,Instant
instantly,instantanément
instead,aulieude
insted,Insted
instinct,instinct
instincts,instincts
institute,Institut
instruction,instruction
instructor,instructeur
instrument,instrument
instrumental,instrumentale
instrumentals,Instrumentals
instrumentation,Instrumentation
instruments,instruments
insufferable,insupportable
insult,insulte
insulting,insultant
insurance,assurance
integral,intégrante
integration,l'intégration
intellectual,intellectuelle
intellectually,intellectuellement
intelligence,renseignement
intelligent,intelligents
intended,destinés
intense,intense
intensity,intensité
intention,intention
intentions,intentions
interact,interagir
interaction,l'interaction
interactions,interactions
interest,intérêt
interested,intéressées
interesting,intéressant
interests,intérêts
interlude,Interlude
intermediate,intermédiaires
internet,Internet
interpretation,interprétation
interpretations,interprétations
interview,interview
interviews,entretiens
intimacy,intimité
intimidating,intimidant
into,dans
intricate,complexes
intrigue,intrigue
intrigued,intrigué
intriguing,intrigant
intro,intro
introduced,introduit
introduces,introduit
introducing,introduction
introduction,Introduction
introductions,introductions
introductory,introductive
introspective,introspective
invaluable,inestimable
invasion,invasion
invented,inventé
invested,investi
investigation,enquête
investigative,d'enquête
investors,investisseurs
invisible,invisible
invite,inviter
involved,impliqués
involvement,participation
involves,implique
involving,impliquant
ireland,Irlande
iris,IRIS
ironic,ironique
ironically,ironiquement
irony,ironie
irresponsible,irresponsable
irritated,irrité
irritating,Irritant
is,est
islam,Islam
issue,problème
issued,émis
issues,questions
it,il
italian,Italien
italians,Italiens
italy,Italie
item,article
its,ses
itself,elle-même
itunes,iTunes
iz,iz
ja,ja
jack,Jack
jacket,veste
jackson,jackson
jacques,Jacques
jail,prison
jam,confiture
james,james
jams,confitures
jan,janvier
japanese,Japonais
jarring,Jarring
jason,jason
jaw,mâchoire
jaws,mâchoires
jay,jay
jazz,Jazz
jealousy,jalousie
jean,jean
jeff,jeff
jeffrey,jeffrey
jennifer,jennifer
jesse,jesse
jessica,jessica
jesus,jesus
jet,jet
jewel,bijou
jewish,jewish
jews,Juifs
jim,jim
job,travail
jobs,emplois
joe,joe
john,john
johnny,johnny
johnson,johnson
join,rejoindre
joined,rejoint
joint,mixte
joke,blague
jokes,blagues
jolie,Jolie
jon,jon
jones,jones
joni,joni
jordan,Jordanie
joseph,joseph
journalism,journalisme
journalist,journaliste
journey,voyage
joy,joie
joyful,joyeuse
judaism,Judaïsme
judas,Judas
judd,Judd
judge,juge
judging,juger
julie,julie
jump,Aller
jumped,sauté
jumping,jumping
jumps,sauts
jung,jung
jungle,Jungle
junk,Junk
just,juste
justice,justice
justification,Justification
justify,justifier
juvenile,mineurs
k,k
kane,Kane
karaoke,karaoké
kate,kate
keep,garder
keeper,gardien
keeping,maintien
keeps,garde
keith,keith
kelly,kelly
kennedy,kennedy
kept,gardé
kevin,kevin
key,clé
keyboard,clavier
keyboards,claviers
keys,touches
kick,kick
kicking,Kicking
kicks,kicks
kid,kid
kidding,kidding
kids,Kids
kill,tuer
killed,tué
killer,Killer
killers,Killers
killing,tuer
kim,kim
kind,gentil
kinda,Kinda
king,roi
kirk,Kirk
kiss,embrasser
knew,savait
knight,chevalier
knock,Knock
know,savoir
knowing,sachant
knowledge,connaissances
knowledgeable,bieninformés
known,connus
knows,sait
kong,Kong
koontz,Koontz
korean,Coréen
korn,Korn
kurosawa,Kurosawa
kurt,kurt
l,l
l.a,La
la,La
lab,lab
label,étiquette
labor,Labor
laced,lacé
lack,manquerde
lacking,défaut
lackluster,terne
lacks,manque
laden,Laden
ladies,Mesdames
lady,femme
laid,prévues
laid-back,laid-back
lake,lac
lambs,agneaux
lame,boiteux
lancaster,Lancaster
land,territoire
landmark,PointdeRepère
landscape,paysage
landscapes,paysages
lane,Lane
language,langue
languages,Langues
large,grand
larger,Agrandissez
larry,larry
las,Las
laser,laser
last,dernier
lasted,duré
lasting,durable
lastly,enfin
lasts,dure
late,enretard
lately,récents
later,plustard
latest,plustard
latin,Latin
latter,celui-ci
laugh,rire
laughable,risible
laughing,rire
laughs,rires
laura,laura
law,droit
lawn,Pelouse
lawrence,lawrence
lawyer,avocat
lay,allonger
layer,couche
layered,stratifiés
layers,couches
laying,portant
layout,layout
lays,fixe
lazy,paresseux
le,Le
lead,mener
leader,leader
leading,leader
leads,conduit
league,Ligue
leap,Leap
leaps,sauts
learn,apprendre
learned,appris
learning,l'apprentissage
learns,apprend
least,minimum
leave,laisser
leaves,feuilles
leaving,laissant
lecture,conférence
led,conduit
lee,lee
left,gauche
legacy,héritage
legal,juridique
legend,légende
legendary,légendaire
legitimate,légitime
legs,jambes
leigh,Leigh
length,longueur
lengths,longueurs
lengthy,longues
lennon,Lennon
leonard,leonard
less,moins
lesser,moindre
lesson,leçon
lessons,enseignements
let,laisser
letdown,Déception
lets,permet
letter,lettre
letters,lettres
letting,laissant
level,niveau
levels,niveaux
lewis,lewis
li,li
liam,liam
liar,menteur
liberal,libérales
liberals,libéraux
library,Bibliothèque
license,Licence
licks,Licks
lie,mentir
lies,réside
life,vie
lifeless,sansvie
lifelong,permanente
lifestyle,styledevie
lifted,levé
light,lumière
lighting,éclairage
lightly,légèrement
lightning,lafoudre
lights,lumières
like,comme
likeable,sympathique
liked,aimé
likely,probablement
likes,aime
likewise,Demême
lil,lil
lily,Lily
limited,limitée
limits,limites
line,ligne
line-up,line-up
liner,paquebot
lines,lignes
link,lien
linked,liée
linkin,linkin
lion,lion
lips,lèvres
list,liste
listed,énumérés
listen,écouter
listened,écouté
listener,auditeur
listeners,auditeurs
listening,écoute
listens,Ecoutes
listing,Classement
lists,listes
lite,lite
literal,littéral
literally,littéralement
literary,littéraire
literate,alphabétisés
literature,littérature
littered,jonchée
little,petit
live,vivre
lived,vécu
lively,animée
lives,vit
living,vivant
load,charger
loan,prêt
local,locales
located,situé
location,emplacement
locations,Emplacements
locked,verrouillé
logic,logique
logically,logiquement
lois,Lois
lol,lol
london,Londres
loneliness,solitude
lonely,seul
long,long
long-winded,delonguehaleine
longer,plus
longest,lepluslong
longing,nostalgie
look,regarder
looked,regarda
looking,recherchez
looks,regarde
loose,loose
loosely,vaguement
lord,seigneur
lore,Lore
los,los
lose,perdre
loser,perdant
loses,perd
losing,perdre
loss,perte
lost,perdu
lot,lot
lots,lots
loud,bruyant
louis,louis
lousy,pouilleux
lovable,aimable
love,aimer
loved,aimé
lovely,ravissant
lover,amant
lovers,amoureux
loves,aime
loving,aimer
low,bas
low-budget,petitbudget
lower,faible
lowest,plusbas
loyal,loyale
loyalty,loyauté
lp,lp
lps,LPS
lucas,lucas
luck,chance
luckily,Heureusement
lucky,chanceux
lucy,lucy
ludicrous,ridicule
lullaby,Lullaby
lush,luxuriante
luther,luther
lyric,lyrique
lyrical,lyrique
lyrically,lyriquement
lyricism,lyrisme
lyrics,Lyrics
m,m
mac,mac
machine,machine
mad,fou
made,fait
madonna,madonna
mafia,mafia
magazine,Magazine
maggie,maggie
magic,Magic
magical,magique
magnificent,magnifique
mail,mail
main,principal
mainly,essentiellement
mainstream,mainstream
major,majeur
majority,majorité
make,faire
make-up,make-up
makers,décideurs
makes,rend
making,faire
male,mâle
malevolent,malveillantes
mall,Mall
mama,mama
man,homme
manage,gérer
managed,géré
management,gestion
managers,gestionnaires
manages,gère
mandatory,obligatoire
mandolin,mandoline
manipulation,manipulation
manner,manière
mannerisms,maniérismes
manual,Manuel
many,plusieurs
map,Plan
marc,marc
march,Mars
marilyn,marilyn
mark,marque
market,marché
marketed,commercialisés
marketing,marketing
markets,marchés
marks,marques
married,marié
marry,épouser
mars,Mars
martha,Martha
martin,martin
marvelous,merveilleux
marvin,Marvin
mary,mary
masculine,masculin
massacre,massacre
masses,masses
massive,massives
master,maître
masterful,magistral
masterfully,magistralement
mastering,mastering
masterpiece,chef-d'œuvre
masterpieces,chefs-d'œuvre
mastery,maîtrise
match,correspondre
material,matériel
math,math
matter,importer
mature,matures
maturity,maturité
max,max
may,mai
maybe,peut-être
mc,mc
mccartney,McCartney
mcdonald,McDonald
me,moi
meal,repas
meals,repas
mean,signifier
mean-spirited,mesquin
meaning,sens
meaningless,desens
meanings,significations
means,signifie
meant,signifiait
measured,mesurée
measures,mesures
meat,viande
mechanical,mécaniques
medicine,médecine
mediocre,médiocre
mediocrity,médiocrité
meditation,méditation
meet,rencontrer
meeting,réunion
meetings,réunions
meets,rencontre
mel,mel
melancholy,mélancolie
mellow,Mellow
melodic,mélodique
melodies,mélodies
melodrama,mélodrame
melodramatic,mélodramatique
melody,mélodie
member,membres
members,membres
memoir,Memoir
memorable,mémorable
memories,souvenirs
memory,mémoire
men,hommes
mental,mentale
mentality,mentalité
mention,mention
mentioned,mentionnés
mentions,Mentions
mentor,mentor
menu,menu
merely,simplement
merit,mérite
merits,fond
mesmerized,hypnotisé
mess,désordre
message,Message
messages,Messages
met,rencontré
metal,métal
metaphor,métaphore
metaphors,métaphores
method,méthode
methodology,méthodologie
methods,méthodes
mexico,Mexique
mi,MI
miami,Miami
michael,michael
mick,mick
mid,mi
middle,Moyen
midnight,minuit
midst,milieu
mifune,Mifune
might,pourrait
mighty,Mighty
mike,mike
mildly,légèrement
miles,miles
military,militaire
miller,Miller
million,millions
millions,millions
mind,esprit
mindless,Mindless
mindset,étatd'esprit
mine,mon
mini,Mini
mini-series,mini-série
minimal,minime
minimum,minimum
mining,l'exploitationminière
minor,mineures
minority,minoritaires
mins,mins
minute,minute
minutes,minutes
mirror,miroir
miserably,misérablement
misery,misère
misguided,égarés
mislead,induireenerreur
misleading,trompeuse
miss,manquer
missed,raté
misses,misses
missing,manquant
missy,missy
mistake,erreur
mistaken,trompe
mistakes,erreurs
mitchell,Mitchell
mix,mix
mixed,mixtes
mixes,lesmélanges
mixing,demélange
mixture,mélange
mo,mo
mob,mob
mobb,Mobb
mode,mode
modeling,modélisation
modern,moderne
mold,moule
mom,maman
moment,moment
moments,moments
money,argent
monkey,singe
mono,Mono
monotonous,monotone
monster,monstre
monsters,monstres
month,mois
months,mois
monty,monty
mood,humeur
moody,Moody
moon,lune
moral,morale
morality,morale
more,plus
moreover,deplus
morgan,morgan
morning,matin
moron,Moron
morons,abrutis
morris,Morris
morrison,morrison
mortal,mortel
most,plupart
mostly,surtout
mother,mère
mothers,mères
motion,motion
motorcycle,moto
mountain,montagne
mountains,montagnes
mouth,bouche
move,bouger
moved,déménagé
movements,mouvements
moves,sedéplace
movi,movi
movie,film
movies,Films
moving,déplacement
mp3,mp3
mr,mr
mrs,mrs
ms,ms
mtv,MTV
much,beaucoup
muddy,boueux
multiple,multiples
mummy,momie
mundane,mondaine
murder,assassiner
murdered,assassiné
murderers,meurtriers
murray,Murray
music,musique
musical,musicale
musically,musicalement
musician,musicien
musicians,musiciens
musicianship,musicalité
muslims,Musulmans
must,devoir
must-have,must-have
must-read,Àlireabsolument
must-see,àvoirabsolument
muted,sourdine
my,mon
myers,Myers
myriad,myriade
myself,moi-même
mysteries,mystères
mysterious,mystérieux
mystery,mystère
myths,mythes
n,n
nail,clou
naive,naïf
naked,nu
name,nom
named,nommée
namely,àsavoir
names,noms
nanny,nanny
narrative,récit
narrator,narrateur
nas,nas
nasal,nasales
nation,nation
national,nationaux
native,indigènes
natural,naturel
naturally,naturellement
nature,nature
navigate,naviguer
navy,Marine
nazis,nazis
nbc,NBC
near,prèsde
nearly,prèsde
necessarily,nécessairement
necessary,nécessaires
neck,cou
need,avoirbesoinde
needed,nécessaire
needs,besoins
neeson,Neeson
negative,Négatif
negatively,négativement
neighborhood,quartier
neighbors,voisins
neil,Neil
neither,nonplus
nelly,nelly
nelson,nelson
nephew,neveu
nerves,nerfs
nervous,nerveux
nest,nid
network,réseau
nevada,nevada
never,jamais
nevertheless,néanmoins
new,nouveau
newcomer,nouveauvenu
newest,plusrécent
newly,nouvellement
newman,newman
news,nouvelles
newspaper,journal
next,suivant
nice,beau
nicholson,Nicholson
nick,nick
nielsen,Nielsen
night,nuit
nightmare,cauchemar
nights,nuits
nine,neuf
nineties,Nineties
niro,niro
no,non
nobody,nobody
noir,Noir
noise,bruit
nolte,nolte
nominated,nommés
nomination,miseencandidature
non,non
non-existent,inexistantes
non-stop,non-stop
none,aucun
nonetheless,néanmoins
nonsense,nonsense
nonsensical,absurde
nope,nope
nor,ni
nora,nora
normal,normal
normally,normalement
norman,norman
north,nord
nose,nez
nostalgia,nostalgie
nostalgic,nostalgie
not,pas
notable,notable
notably,notamment
notch,notch
note,Note
notes,notes
nothing,rien
notice,Avis
noticed,remarqué
novel,roman
novels,romans
novice,novice
now,maintenant
nowhere,nullepart
nuanced,nuancée
nuances,nuances
nuclear,nucléaire
nude,nude
nudity,nudité
number,Numéro
numbers,numéros
numerous,nombreuses
nun,nun
nurse,infirmière
nursery,pépinière
nuts,noix
nwa,nwa
o,o
objects,objets
obligatory,obligatoire
obnoxious,odieux
observations,observations
observing,observation
obsessed,obsédé
obsessive,obsessionnel
obsolete,obsolètes
obtain,obtenir
obtained,obtenus
obvious,évident
obviously,évidemment
occasional,occasionnelle
occasions,occasions
occupation,occupation
occurs,seproduit
ocean,océan
october,Octobre
odd,étrange
oddly,étrangement
odds,Chances
ode,Ode
of,de
off,horstension
offbeat,offbeat
offensive,offensive
offer,offre
offering,offrant
offerings,offres
offers,offre
office,Bureau
officially,officiellement
officials,fonctionnaires
often,souvent
oftentimes,souvent
oh,Oh!
ohio,Ohio
ok,d'accord
okay,okay
ol,ol
old,vieux
older,âgées
oldest,Lesplusanciens
olds,Olds
omission,omission
omits,omet
on,sur
once,unefois
one,un
one-dimensional,one-dimensional
one-sided,one-sided
ones,les
ongoing,encours
only,uniquement
open,ouvert
opener,opener
opening,ouverture
openly,ouvertement
opera,Opera
opinion,avis
opinions,opinions
opponent,adversaire
opportunity,opportunité
opposite,opposé
oppression,oppression
option,option
options,options
or,ou
orchestra,orchestre
orchestral,orchestre
order,ordre
ordered,classés
ordering,commander
ordinary,ordinaire
organ,organe
organization,organisation
organized,organisée
organizing,organiser
oriented,orientée
origin,origine
original,original
originality,originalité
originally,l'origine
originals,originaux
oscar,Oscar
oscars,Oscars
other,autre
others,d'autres
otherwise,sinon
ought,doit
our,notre
ourselves,nous-mêmes
out,dehors
outdated,dépassées
outlaw,Outlaw
outlines,expose
output,sortie
outright,Vainqueur
outside,àl'extérieur
outstanding,encirculation
over,par-dessus
over-the-top,over-the-top
overacting,overacting
overall,global
overlook,négliger
overlooked,négligé
overly,trop
overplayed,overplayed
overproduced,surproduite
overrated,overrated
overseas,d'outre-mer
overview,présentation
owe,devons
owen,owen
owes,doit
own,posséder
owned,Occasion
owners,propriétaires
owning,posséder
p,p
p.s,ps
pace,rythme
paced,paced
pacific,Pacifique
pacino,pacino
pack,Pack
package,forfait
packages,forfaits
packaging,emballage
packed,emballés
page,Page
pages,pages
paid,payés
pain,douleur
painful,douloureux
painfully,péniblement
paint,peinture
painted,peint
painter,peintre
paintings,peintures
pair,paire
palace,palais
pale,pâle
panther,Panther
pants,pants
paper,papier
paperback,Broché
papers,Documents
par,par
parade,Parade
paradigm,paradigme
paradise,paradis
paragraph,point
paragraphs,points
parent,parent
parents,lesparents
paris,paris
park,Park
parking,Stationnement
parody,parodie
part,Partie
participants,participants
participate,participer
particular,particulier
particularly,particulièrement
partner,partenaire
parts,Pièces
party,fête
pass,pass
passage,passage
passages,passages
passed,passé
passing,passant
passion,passion
passionate,passionné
past,passé
pastor,pasteur
patently,manifestement
path,chemin
pathetic,pathétique
patience,patience
patricia,patricia
patterson,Patterson
paul,paul
pay,payer
paying,payer
pc,pc
peace,paix
peaceful,pacifique
peak,pic
pearl,Pearl
pedal,pédale
pedestrian,piétons
peers,pairs
penned,parqué
penny,Penny
people,gens
peoples,peuples
pepper,poivre
per,par
percentage,pourcentage
percussion,percussions
perfect,parfait
perfection,perfection
perfectly,parfaitement
perform,réaliser
performance,représentation
performances,spectacles
performed,effectué
performer,interprète
performers,artistesinterprètesouexécutants
performing,spectacle
performs,exécute
perhaps,peut-être
period,période
person,personne
personal,personnelle
personalities,personnalités
personality,personnalité
personally,personnellement
perspective,perspective
perverse,pervers
pet,pet
peter,peter
pets,Animauxdecompagnie
petty,petits
pg,pg
ph.d,Ph.D
phenomenal,phénoménal
phil,phil
philharmonic,philharmonique
philosophical,philosophiques
philosophy,philosophie
phone,Téléphone
photo,photo
photographed,photographié
photographs,photographies
photography,Photographie
photos,Photos
phrases,Phrases
phrasing,phrasé
physical,physique
pianist,pianiste
piano,piano
pick,Pick
picked,picked
picking,picking
picks,Médiator
picture,image
