source,target
fashioned,fashioned
fast,schnell
faster,schneller
fat,fett
father,Vater
fault,Schuld
fave,fave
favor,Gunst
favorite,Favoriten
favorites,Favoriten
favourite,Favoriten
favourites,Favoriten
fear,Furcht
fears,Ängste
feature,Merkmal
featured,featured
features,Merkmale
featurette,Featurette
featurettes,featurettes
featuring,mit
feeding,Fütterung
feel,fühlen
feeling,Gefühl
feelings,Gefühle
feels,fühlt
fell,fällen
fellow,Kerl
felt,Filz
female,weiblich
femme,femme
festival,Festival
fever,Fieber
few,wenig
fiction,Fiktion
fictitious,fiktive
fiddle,Geige
fidelity,Treue
field,Feld
fields,Felder
fifteen,fünfzehn
fifth,fünfte
fifty,fünfzig
fight,Kampf
fighter,Kämpfer
fighting,Kämpfe
figurative,Bildmarke
figure,Figur
figured,bezifferten
figures,Zahlen
file,Datei
fill,füllen
filled,gefüllt
filler,Füllstoff
fills,füllt
film,Film
filmed,gefilmt
filming,Dreharbeiten
filmmakers,Filmemacher
films,Filme
final,endg.
finally,endlich
financial,finanzielle
financially,finanziell
find,finden
finding,Suche
finds,findet
fine,Bußgeld
finest,feinsten
fingers,Finger
finish,Finish
finished,fertig
finney,finney
fire,Feuer
fired,entlassen
firm,Firma
firmly,fest
firms,Unternehmen
first,zuerst
firth,firth
fish,Fisch
fit,passen
fits,passt
five,fünf
fix,reparieren
flair,Flair
flame,Flamme
flat,flach
flavor,Geschmack
flaw,Fehler
flawed,mangelhaft
flawless,einwandfreie
flaws,Mängel
flew,flog
flick,Flick
flight,Flug
flip,Flip
floor,Etage
flow,fließen
flowery,blumig
flows,fließt
fluff,Flaum
flute,Flöte
flying,fliegen
focus,Fokus
focused,konzentriert
focuses,konzentriertsich
focusing,Schwerpunkt
foley,Foley
folk,folk
folks,Leute
follow,folgen
follow-up,Follow-up
followed,gefolgt
following,folgend
follows,folgt
foods,Lebensmittel
fool,Narr
fooled,täuschen
fools,Narren
foot,Fuß
footage,Filmmaterial
for,für
force,Kraft
forced,gezwungen
forces,Kräfte
ford,ford
foreign,Außen-
foreigner,Ausländer
forest,Wald
forever,fürimmer
forget,vergessen
forgettable,forgettable
forgotten,vergessen
form,Form
format,Format
former,ehemaligen
formula,Formel
formulaic,formelhaft
fortunate,Glück
fortunately,zumGlück
fortune,Vermögen
forty,vierzig
forward,vorwärts
found,gefunden
foundation,Stiftung
four,vier
fox,Fuchs
fragile,fragile
franchise,Franchise
frank,frank
frankenstein,frankenstein
frankie,frankie
frankly,offen
freaks,Freaks
free,frei
freedom,Freiheit
french,französisch
frequently,häufig
fresh,frisch
freud,freud
friend,Freund
friends,Freunde
friendship,Freundschaft
friggin,friggin
frightening,beängstigend
from,von
front,vor
fruits,Früchte
frustrating,frustrierend
frustration,Frustration
full,voll
full-length,invollerLänge
fullest,vollsten
fullscreen,Vollbild
fully,voll
fun,Spaß
function,Funktion
funk,funk
funky,funky
funnier,lustiger
funniest,lustigste
funny,lustig
further,weiter
furthermore,darüberhinaus
fury,Wut
fusion,Fusion
future,Zukunft
fuzzy,Fuzzy
fx,fx
g,g
gabriel,gabriel
gain,gewinnen
galore,galore
game,Spiel
games,Spiele
gang,gang
garage,Garage
garbage,Müll
garden,Garten
garner,Garner
gary,gary
gate,Tor
gates,Tore
gave,gab
gay,Homosexuell
gee,gee
gem,gem
gems,Edelsteine
gender,Geschlecht
general,allgemeine
generally,allgemein
generated,generated
generation,Generation
generations,Generationen
generic,Generika
genius,Genie
genre,Genre
genres,Genres
gentle,sanfte
genuinely,wirklich
geographic,geographischen
geography,Geographie
george,george
gerald,gerald
german,Deutsch
germany,Deutschland
get,bekommen
gets,erhält
gettin,gettin
getting,Anreise
ghost,Gespenst
ghosts,Geister
giant,Riese
giants,Riesen
gift,Geschenk
gifts,Geschenke
gilbert,gilbert
girl,Mädchen
girlfriend,Freundin
girls,Mädchen
give,geben
given,gegeben
gives,gibt
giving,geben
glad,froh
glaring,grellen
glass,Glas
glenn,glenn
glimpse,Einblick
glorious,glorreiche
glory,Ruhm
glowing,glühenden
go,gehen
god,Gott
goes,geht
going,gehend
gold,Gold
goldberg,goldberg
golden,golden
gone,gegangen
gonna,gonna
goo,goo
good,gut
goodbye,AufWiedersehen
google,Google
gore,gore
gorgeous,hinreißend
gospel,Evangelium
got,bekam
gotten,bekommen
government,Regierung
grace,Gnade
graders,Grader
gradually,allmählich
graduate,Diplom
grainy,körnig
grammar,Grammatik
grand,grand
grandfather,Großvater
grandma,Oma
grandpa,Opa
graphic,Grafik
graphics,graphics
grasp,erfassen
grateful,dankbar
grating,Gitter
grave,Grab
great,großartig
greater,mehr
greatest,größten
greatly,stark
greatness,Größe
greedy,gierig
green,grün
greene,Greene
greg,greg
grew,wuchs
grey,grau
grief,Trauer
grim,grimmigen
gripping,Greifen
gritty,gritty
groove,Nut
grooves,Nuten
groovy,groovy
gross,Brutto-
grossly,grob
ground,Grund
groundbreaking,bahnbrechenden
group,Gruppe
groups,Gruppen
grow,wachsen
growing,wächst
grown,gewachsen
grows,wächst
growth,Wachstum
gruesome,grausigen
grunge,grunge
guarantee,Garantie
guaranteed,garantiert
guard,Wache
guess,raten
guessed,erraten
guessing,Erraten
guest,Bewertung
guests,Gäste
guide,Leitfaden
guilty,schuldig
guitar,Gitarre
guitarist,Gitarrist
guitarists,Gitarristen
guitars,Gitarren
gulf,Golf
gun,gun
guy,Kerl
guys,Jungs
gwen,gwen
habit,Gewohnheit
habits,Gewohnheiten
hack,hack
had,hatte
hair,Haar
half,einhalb
halfway,aufhalbemWeg
hall,Halle
hallmark,Markenzeichen
hamilton,hamilton
hammer,Hammer
hammond,hammond
hand,Hand
handling,Handhabung
hands,Hände
handsome,attraktiv
handy,handy
hank,hank
happen,passieren
happened,geschehen
happens,passiert
happiness,Glück
happy,glücklich
hard,hart
hardcore,hardcore
harder,härter
hardly,kaum
harm,Schaden
harmonies,Harmonien
harmony,Harmonie
harold,harold
harris,harris
harrison,Harrison
harry,harry
harsh,hart
harvard,harvard
has,hat
hat,Hut
hate,hassen
hated,haßte
hater,Hasser
haters,Hasser
hates,haßt
haunting,haunting
have,haben
having,unter
havoc,Verwüstung
hawaii,hawaii
he,er
head,Kopf
headache,Kopfschmerzen
headed,Leitung
heading,Position
headphones,Kopfhörer
heads,Köpfe
health,Gesundheit
healthy,gesund
hear,hören
heard,gehört
hearing,Anhörung
hears,hört
heart,Herz
heartbreaking,herzzerreißend
heartfelt,herzlichen
hearts,Herzen
heartwarming,herzerwärmend
heat,Hitze
heathers,Heidekraut
heaven,Himmel
heavier,schwerer
heavily,stark
heavy,schwer
heck,heck
heed,Acht
height,Höhe
heights,Höhen
heir,Erben
held,gehalten
hell,Hölle
hello,Hallo
help,Hilfe
helped,geholfen
helpful,hilfreich
helping,helfen
helps,hilft
hence,daher
henry,henry
hepburn,hepburn
her,ihr
here,hier
hero,Held
heroes,Helden
heroic,heroischen
heros,heros
hers,ihr
herself,sich
hesitate,zögern
hey,Hey
hi,hallo
hidden,versteckt
hide,verstecken
hides,Versteckt
hiding,Versteck
high,hoch
higher,höher
highest,höchsten
highlight,Highlight
highlights,Highlights
highly,hoch
highway,Autobahn
hilarious,Ausgelassen
hilariously,urkomisch
hill,Hügel
hills,Hügel
him,ihn
himself,sich
hint,Hinweis
hip,hip
hip-hop,Hip-Hop
hiphop,hiphop
hippie,Hippie
his,sein
hiss,Zischen
historian,Historiker
historical,historischen
history,Geschichte
hit,schlagen
hits,hits
hokey,hokey
hold,halten
holds,hält
hole,Loch
holes,Löcher
holiday,Urlaub
hollow,hohle
hollywood,hollywood
holmes,holmes
holocaust,Holocaust
holy,heilig
homage,Hommage
home,Heim
homeless,Obdachlose
honest,ehrlich
honestly,ehrlich
honesty,Ehrlichkeit
honey,Honig
honky,Honky
honor,Ehre
hood,Haube
hook,Haken
hooks,Haken
hop,hop
hope,Hoffnung
hoped,Hoffnung
hopefully,hoffentlich
hopelessly,hoffnungslos
hopes,Hoffnungen
hoping,Hoffnung
hopper,Trichter
horn,Horn
horns,Hörner
horrendous,horrenden
horrible,horrible
horribly,schrecklich
horrid,abscheulich
horror,Horror
horse,Pferd
hospital,Krankenhaus
hot,heiß
hour,Stunden
hours,Stunden
house,Haus
how,wie
however,jedoch
http,http
huge,riesig
hugh,hugh
huh,huh
human,Menschen
humanity,Menschlichkeit
humans,Menschen
humble,demütigen
humming,Summen
humor,Humor
humorous,humorvollen
humour,Humor
hundreds,Hunderte
hurt,verletzen
hurts,tutweh
husband,Ehemann
hype,Hype
hypnotic,hypnotischen
hypothesis,Hypothese
hysterical,hysterischen
i,i
idea,Idee
ideal,Ideal
ideas,Ideen
identified,identifiziert
ideological,ideologische
idiot,Idiot
idiotic,idiotisch
if,wenn
iggy,iggy
ignorant,unwissend
ignored,ignoriert
ignores,ignoriert
ii,ii
iii,iii
ill,krank
illogical,unlogisch
illustrations,Illustrationen
im,im
image,Bild
images,Bilder
imaginable,vorstellbar
imaginary,imaginären
imagination,Phantasie
imaginative,fantasievolle
imagine,vorstellen
imdb,imdb
imho,imho
imitation,Nachahmung
immediate,sofortige
immediately,sofort
immediatly,sofort
immensely,immens
impact,Auswirkungen
impacted,belastet
impeccable,tadellosen
implausible,unplausibel
implications,Auswirkungen
import,Import
importance,Bedeutung
important,wichtig
impossible,unmöglich
impress,beeindrucken
impressed,beeindruckt
impression,Eindruck
impressions,Impressionen
impressive,beeindruckende
improve,verbessern
improved,verbessert
improvement,Verbesserung
in,in
in-depth,eingehende
inaccuracies,Ungenauigkeiten
inaccurate,ungenau
inane,alberne
inappropriate,unangemessen
include,gehören
included,inbegriffen
includes,umfasst
including,einschließlich
incoherent,inkohärent
incompetent,inkompetent
incomplete,unvollständig
inconsistent,Widerspruch
incorrect,falsch
incorrectly,falsch
increase,erhöhen
incredible,unglaublich
incredibly,unglaublich
incubus,incubus
indeed,allerdings
independence,Unabhängigkeit
independent,Individuell
indians,Indianer
indicate,angeben
indication,Anzeige
indie,indie
individual,einzelnen
individuals,Personen
industrial,Industrie
industry,Industrie
inept,ungeschickt
inevitable,unvermeidlich
inexpensive,billig
inexplicable,unerklärlich
inexplicably,unerklärlicherweise
infamous,berüchtigte
infatuated,vernarrt
infectious,Infektionskrankheiten
inferior,inferior
influence,Einfluss
influenced,beeinflusst
influences,Einflüsse
influential,einflussreichsten
info,info
information,Informationen
informative,informativ
informed,informiert
ingredients,Zutaten
inhabitants,Einwohner
initial,ersten
initially,zunächst
innocence,Unschuld
innocent,unschuldig
innovative,innovative
insane,insane
inside,innen
insight,Einblick
insightful,aufschlussreiche
insights,Einblicke
insipid,faden
inspiration,Inspiration
inspirational,Inspiration
inspire,inspirieren
inspired,inspiriert
inspiring,inspirierend
instance,Beispiel
instant,Instant
instantly,sofort
instead,anstatt
insted,insted
instinct,Instinkt
instincts,Instinkte
institute,Institut
instruction,Unterricht
instructor,Instruktor
instrument,Instrument
instrumental,instrumental
instrumentals,Instrumentals
instrumentation,Instrumentierung
instruments,Instrumente
insufferable,unerträglich
insult,Beleidigung
insulting,Beleidigung
intellectual,geistigen
intellectually,intellektuell
intelligence,Intelligenz
intelligent,intelligente
intended,bestimmt
intense,intensive
intensity,Intensität
intention,Absicht
intentions,Absichten
interact,Interaktion
interaction,Interaktion
interactions,Wechselwirkungen
interest,Interesse
interested,interessiert
interesting,interessant
interests,Interessen
interlude,Zwischenspiel
intermediate,Zwischenziele
internet,Internet
interpretation,Auslegung
interpretations,Interpretationen
interview,Interview
interviews,Interviews
intimacy,Intimität
into,in
intricate,verwickelte
intrigued,fasziniert
intriguing,faszinierend
intro,intro
introduced,eingeführt
introduces,führt
introducing,Einführung
introduction,Einführung
introspective,Introspektion
invaluable,vonunschätzbaremWert
invented,erfunden
invested,investiert
investigation,Untersuchung
invisible,unsichtbar
invite,laden
involved,beteiligt
involvement,Beteiligung
involves,beinhaltet
involving,mit
ireland,Irland
ironic,Ironie
ironically,ironisch
irony,Ironie
irresponsible,unverantwortlich
irritated,gereizt
irritating,reizend
is,ist
islam,islam
issue,Angelegenheit
issued,ausgestellt
issues,Fragen
it,es
italian,Italienisch
italy,Italien
item,Element
its,ihre
itself,selbst
itunes,itunes
iz,iz
ja,ja
jack,jack
jacket,Jacke
jackson,jackson
jacques,jacques
jail,Gefängnis
jam,jam
james,james
jams,Staus
japanese,Japanisch
jarring,Erschütterungen
jason,jason
jaw,Kiefer
jaws,Kiefer
jay,jay
jazz,Jazz
jealousy,Eifersucht
jeff,jeff
jeffrey,jeffrey
jennifer,jennifer
jesse,jesse
jessica,jessica
jesus,jesus
jewel,Juwel
jews,Juden
jim,jim
job,Job
jobs,Jobs
joe,joe
john,john
johnny,johnny
johnson,johnson
join,beteiligen
joined,beigetreten
joke,Witz
jokes,Witze
jolie,jolie
jones,jones
joni,joni
jordan,Jordanien
joseph,joseph
journalist,Journalist
journey,Reise
joy,Freude
joyful,freudige
judas,judas
judd,Judd
judge,Richter
judging,Beurteilung
julie,julie
jump,direkt
jumped,sprang
jumping,Springen
jumps,Sprünge
jungle,Dschungel
junk,Junk
just,nur
justice,Gerechtigkeit
justify,rechtfertigen
juvenile,Jugendkriminalität
k,k
kane,kane
karaoke,Karaoke
kate,kate
keep,behalten
keeper,Halter
keeping,halten
keeps,hält
keith,keith
kelly,kelly
kept,gehalten
kevin,kevin
key,Schlüssel
keyboard,Tastatur
keyboards,Tastaturen
keys,Schlüssel
kick,kick
kicking,kicking
kicks,kicks
kid,kid
kidding,Scherz
kids,Kinder
kill,töten
killed,getötet
killer,killer
killers,Mörder
killing,Tötung
kim,kim
kind,freundlich
kinda,kinda
king,König
kiss,Kuss
knew,wusste
knight,Ritter
know,wissen
knowing,Wissen
knowledge,Wissen
knowledgeable,sachverständigen
known,bekannt
knows,weiß
kong,kong
koontz,Koontz
korean,Koreanisch
korn,korn
kurosawa,Kurosawa
kurt,kurt
l,l
l.a,la
la,la
label,Label
labor,Arbeit
laced,geschnürt
lack,Mangel
lacking,fehlt
lackluster,glanzlos
lacks,fehlt
ladies,Damen
lady,Dame
laid,gelegt
laid-back,laid-back
lambs,Lämmer
lame,lame
lancaster,lancaster
land,Land
landmark,Wahrzeichen
landscape,Landschaft
lane,Spur
language,Sprache
languages,Sprachen
large,große
larger,mehr
larry,larry
las,las
laser,Laser
last,dauern
lasted,dauerte
lasting,dauerhafte
lasts,dauert
late,spät
lately,inletzterZeit
later,später
latest,spätestens
latin,Latein
latter,Letzteres
laugh,lachen
laughable,lächerlich
laughing,Lachen
laughs,lacht
laura,laura
law,Recht
lawn,Rasen
lawyer,Rechtsanwalt
lay,legen
layer,Schicht
layered,geschichtet
layers,Schichten
layout,Layout
lays,legt
lazy,faul
le,le
lead,führen
leader,Führer
leading,führenden
leads,führt
league,Liga
leap,Sprung
leaps,Sprünge
learn,lernen
learned,gelernt
learning,Lernen
learns,lernt
least,geringste
leave,verlassen
leaves,Blätter
leaving,verlassen
led,geführt
lee,lee
left,verließ
legacy,Vermächtnis
legal,Rechtsgrundlage
legend,Legende
legendary,legendären
legs,Beine
leigh,leigh
length,Länge
lengths,Längen
lengthy,langwierige
lennon,lennon
leonard,Leonard
less,weniger
lesser,geringerer
lesson,Lektion
lessons,Unterricht
let,lassen
letdown,Enttäuschung
lets,können
letter,Schreiben
letters,Briefe
letting,Vermietung
level,Ebene
levels,Ebenen
lewis,lewis
li,li
liam,liam
liberal,liberal
liberals,Liberale
library,Bibliothek
license,Lizenz
licks,Licks
lie,Lüge
lies,liegt
life,Leben
lifeless,leblos
lifestyle,Lifestyle
lifted,hob
light,Licht
lighting,Beleuchtung
lightning,Blitz
lights,Lichter
like,wie
liked,gern
likely,wahrscheinlich
likes,mag
lil,lil
lily,Lilie
limited,begrenzt
limits,Grenzen
line,line
line-up,Aufstellung
liner,Liner
lines,Linien
link,Link
linked,verbunden
linkin,linkin
lion,Löwe
lips,Lippen
list,Liste
listed,aufgeführten
listen,hören
listened,angehört
listener,Zuhörer
listeners,Hörer
listening,Hören
listens,hört
listing,Inserat
lists,Listen
lite,lite
literally,wörtlich
little,klein
live,leben
lived,gelebt
lively,lebhaften
lives,Leben
living,Wohnzimmer
load,laden
loan,Darlehen
local,lokalen
located,Lage
location,Standort
locations,Standorte
locked,gesperrt
logic,Logik
logically,logisch
lois,Lois
lol,lol
london,london
loneliness,Einsamkeit
lonely,einsam
long,lang
longer,mehr
longest,längsten
look,Aussehen
looked,sah
looking,suchen
looks,sieht
loosely,locker
lord,Herr
los,los
lose,verlieren
loser,Verlierer
loses,verliert
losing,verlieren
loss,Verlust
lost,verloren
lot,viel
lots,Lose
loud,laut
louis,louis
lousy,lausig
love,Liebe
loved,geliebt
lovely,lieblich
lover,Liebhaber
lovers,Liebhaber
loves,liebt
loving,Liebe
low,niedrig
low-budget,Low-Budget-
lower,unteren
loyal,loyale
loyalty,Treue
lp,lp
lps,lps
lucas,lucas
luck,Glück
luckily,zumGlück
lucky,glücklich
lucy,lucy
ludicrous,lächerlich
lullaby,Wiegenlied
lush,üppig
luther,Luther
lyric,Lyrik
lyrical,lyrische
lyrically,lyrisch
lyricism,Lyrik
lyrics,lyrics
m,m
mac,mac
machine,Maschine
mad,irr
made,hergestellt
madonna,madonna
mafia,Mafia
magazine,Magazin
magic,Magie
magical,magische
magnificent,herrliche
mail,Mail
main,hauptsächlich
mainly,vorallem
mainstream,Mainstream
major,bedeutend
make,machen
make-up,Make-up
makers,Entscheidungsträger
makes,macht
making,machen
male,männlich
malevolent,böswillige
mall,Mall
mama,mama
man,Mann
manage,Verwaltung
managed,verwaltet
managers,Führungskräfte
manages,verwaltet
mandolin,Mandoline
manipulation,Manipulation
manner,Weise
mannerisms,Manieren
manual,Handbuch
many,viele
map,anzeigen
marc,marc
march,Marsch
marilyn,marilyn
mark,Marke
market,Markt
marketed,vermarktet
marketing,Marketing
markets,Märkte
marks,Marken
married,verheiratet
marry,heiraten
mars,mars
martha,martha
martin,martin
marvelous,wunderbar
marvin,marvin
mary,mary
masculine,männlich
massacre,Massaker
masses,Massen
massive,massive
master,Meister
masterful,meisterhafte
masterfully,meisterhaft
mastering,Mastering
masterpiece,Meisterwerk
masterpieces,Meisterwerke
mastery,Meisterschaft
match,abgleichen
material,Material
math,math
matter,Angelegenheit
mature,Ältere
maturity,Reife
max,max
may,dürfen
maybe,vielleicht
mc,mc
mccartney,mccartney
mcdonald,McDonald
me,mich
mean,bedeuten
mean-spirited,mean-spirited
meaning,Sinne
meaningless,sinnlos
means,bedeutet
meant,bedeutete
meat,Fleisch
mediocre,mittelmäßig
mediocrity,Mittelmäßigkeit
meet,begegnen
meeting,Besprechung
meetings,Sitzungen
meets,erfüllt
mel,mel
melancholy,Melancholie
mellow,mellow
melodic,melodische
melodies,Melodien
melodrama,Melodram
melodramatic,melodramatischen
melody,Melodie
member,Mitglied
members,Mitglieder
memoir,Memoiren
memorable,unvergesslichen
memories,Erinnerungen
memory,Speicher
men,Männer
mentality,Mentalität
mention,Erwähnung
mentioned,genannten
mentions,erwähnt
mentor,Mentor
merely,nur
merit,Verdienst
merits,Verdienste
mesmerized,hypnotisiert
mess,Durcheinander
message,Nachricht
messages,Nachrichten
met,begegnet
metal,Metall
metaphor,Metapher
metaphors,Metaphern
method,Methode
methods,Methoden
mexico,Mexiko
mi,mi
miami,miami
michael,michael
mick,mick
mid,Mitte
middle,Mitte
midnight,Mitternacht
midst,Mitte
mifune,Mifune
might,könnte
mighty,mächtigen
mike,mike
mildly,mild
miles,Meilen
military,Militär
miller,Müller
million,Mio.
millions,Millionen
mind,Verstand
mindless,mindless
mindset,Denkweise
mine,mein
mini,Mini
mini-series,Mini-Serie
minimal,minimal
minor,Moll
minority,Minderheit
mins,mins
minute,Minute
minutes,Minute
mirror,Spiegel
miserably,kläglich
misery,Elend
misguided,fehlgeleiteten
mislead,irreführen
misleading,irreführend
miss,fehlen
missed,verfehlt
misses,vermisst
missing,fehlend
missy,missy
mistake,Fehler
mistaken,verwechselt
mistakes,Fehler
mitchell,mitchell
mix,mix
mixed,gemischt
mixes,Mixe
mixing,Mischen
mixture,Mischung
mo,mo
mob,mob
mobb,mobb
mode,Modus
modern,modernen
mold,Schimmel
mom,Mama
moment,Moment
moments,Momente
money,Geld
monkey,Affen
mono,mono
monotonous,monotone
monster,Monster
monsters,Monster
month,Monat
months,Monat
monty,monty
mood,Laune
moody,launisch
moon,Mond
more,mehr
moreover,außerdem
morgan,morgan
morning,Morgen
moron,moron
morons,Idioten
morris,morris
morrison,morrison
mortal,sterblich
most,äußerst
mostly,meist
mother,Mutter
mothers,Mütter
motion,Bewegung
motorcycle,Motorrad
mountain,Berg
mountains,Berge
mouth,Mund
move,bewegen
moved,verschoben
movements,Bewegungen
moves,bewegt
movi,movi
movie,Film
movies,Filme
moving,Bewegung
mp3,mp3
mr,mr
mrs,mrs
ms,ms
mtv,mtv
much,viel
muddy,schlammig
multiple,mehrere
mummy,Mumie
mundane,mundane
murder,Mord
murdered,ermordet
murray,Murray
music,Musik
musical,Musical
musically,musikalisch
musician,Musiker
musicians,Musiker
musicianship,Musikalität
must,müssen
must-have,"must-have"""
must-see,must-see
muted,gedämpft
my,mein
myers,myers
myself,mich
mysterious,geheimnisvollen
mystery,Geheimnis
myths,Mythen
n,n
nail,Nagel
naive,naive
naked,nackt
name,Name
named,Namen
namely,nämlich
names,Namen
nanny,Kindermädchen
narrative,Erzählung
narrator,Erzähler
nas,nas
nasal,nasal
national,nationalen
natural,natürlichen
naturally,natürlich
nature,Natur
navigate,navigieren
navy,Marine
nazis,nazis
nbc,nbc
near,nahe
nearly,fast
necessarily,unbedingt
necessary,notwendig
neck,Hals
need,brauchen
needed,erforderlich
needs,Bedürfnisse
neeson,neeson
negative,negative
neighborhood,Nachbarschaft
neighbors,Nachbarn
neil,neil
neither,weder
nelly,nelly
nelson,nelson
nephew,Neffe
nerves,Nerven
nest,Nest
network,Netzwerk
never,nie
nevertheless,trotzdem
new,neu
newcomer,Newcomer
newest,neueste
newly,neu
newman,newman
news,News
newspaper,Zeitung
next,nächster
nice,nett
nicholson,Nicholson
nick,nick
nielsen,Nielsen
night,Nacht
nightmare,Alptraum
nights,Nächte
nine,neun
nineties,derneunzigerJahre
niro,niro
no,nein
nobody,niemand
noir,noir
noise,Geräusch
nolte,nolte
nominated,nominiert
nomination,Nominierung
non,nicht
non-existent,inexistent
non-stop,non-stop
none,keine
nonetheless,dennoch
nonsense,Unsinn
nonsensical,unsinnige
nope,nope
nor,noch
nora,nora
normal,normal
normally,inderRegel
north,Norden
nose,Nase
nostalgia,Nostalgie
nostalgic,Nostalgie
not,nicht
notable,bemerkenswert
notably,insbesondere
notch,Kerbe
note,Note
notes,Notizen
nothing,nichts
notice,Hinweis
noticed,bemerkt
novel,Roman
novice,Neuling
now,jetzt
nowhere,nirgends
nuanced,nuancierten
nuances,Nuancen
nuclear,Kernenergie
nude,nude
nudity,Nacktheit
number,Anzahl
numbers,Zahlen
nun,Nonne
nurse,Krankenschwester
nursery,Kindergarten
nuts,Nüsse
nwa,nwa
o,o
objects,Objekte
obligatory,obligatorisch
obnoxious,unausstehlich
observations,Bemerkungen
obsessed,besessen
obsessive,obsessiv
obsolete,veraltet
obtain,erhalten
obvious,klar
obviously,offensichtlich
occasional,gelegentliche
occasions,Gelegenheiten
ocean,Ozean
october,Oktober
odd,merkwürdig
oddly,seltsam
odds,Odds
ode,ode
of,von
off,aus
offbeat,offbeat
offensive,Offensive
offer,anbieten
offering,Angebot
offerings,Angebote
offers,Angebote
office,Büro
officially,offiziell
often,häufig
oftentimes,oft
oh,oh
ohio,ohio
ok,OK
okay,okay
ol,ol
old,alt
older,älteren
oldest,älteste
olds,Jährigen
omission,Unterlassung
omits,unterlässt
on,auf
once,einmal
one,eins
one-dimensional,eindimensionale
one-sided,einseitig
ones,diejenigen
ongoing,laufenden
only,nur
open,öffnen
opener,Öffner
opening,Eröffnung
openly,offen
opera,Oper
opinion,Meinung
opinions,Meinungen
opponent,Gegner
opportunity,Gelegenheit
opposite,gegenüber
oppression,Unterdrückung
option,Option
options,Optionen
or,oder
orchestra,Orchester
orchestral,Orchester
order,Auftrag
ordered,bestellt
ordering,Bestellung
ordinary,gewöhnlichen
organ,Orgel
organization,Organisation
organized,organisiert
origin,Herkunft
original,Original
originality,Originalität
originally,ursprünglich
originals,Originale
oscar,oscar
oscars,Oscars
other,andere
others,andere
otherwise,anderenfalls
ought,sollte
our,unser
ourselves,uns
out,aus
outdated,veraltet
outlaw,Outlaw
outlines,Konturen
output,Ausgang
outright,Siegwette
outside,außen
outstanding,ausstehenden
over,über
overacting,überkontrolliert
overall,überall
overlook,übersehen
overlooked,übersehen
overly,übermäßig
overplayed,überbewertet
overproduced,Überproduktion
overrated,überschätzt
overview,Überblick
owe,verdanken
owen,owen
owes,verdankt
own,eigen
owned,Besitz
owners,Eigentümer
owning,Eigentümer
p,p
p.s,ps
pace,Tempo
paced,paced
pacific,pacific
pacino,pacino
pack,Packung
package,Paket
packaging,Verpackung
packed,verpackt
page,Seite
pages,Seiten
paid,bezahlt
pain,Schmerz
painful,schmerzhaft
painfully,schmerzlich
paint,Farbe
painter,Maler
paintings,Gemälde
pair,Paar
palace,Palast
pale,blass
panther,Panther
pants,pants
paper,Papier
paperback,Paperback
papers,Papiere
par,par
parade,Parade
paradigm,Paradigma
paradise,Paradies
paragraph,Absatz
paragraphs,Absätze
parent,Eltern
parents,Eltern
paris,paris
park,Park
parking,Parkplätze
parody,Parodie
part,Teil
participants,Teilnehmer
participate,Teilnahme
particular,insbesondere
particularly,besonders
partner,Partner
parts,Teile
party,Party
pass,pass
passage,Passage
passing,Weitergabe
passion,Leidenschaft
passionate,Leidenschaft
past,Vergangenheit
patently,offensichtlich
path,Pfad
pathetic,pathetisch
patience,Geduld
patricia,patricia
patterson,Patterson
paul,paul
pay,zahlen
paying,Zahlung
pc,pc
peace,Frieden
peaceful,friedlichen
peak,Peak
pedal,Pedal
pedestrian,Fußgänger
peers,peers
penned,Feder
penny,Penny
people,Leute
peoples,Völker
pepper,Pfeffer
per,pro
percentage,Anteil
percussion,Percussion
perfect,perfekt
perfection,Perfektion
perfectly,perfekt
perform,durchführen
performance,Leistung
performances,Aufführungen
performed,durchgeführt
performer,Performer
performers,Künstler
performing,Durchführung
performs,führt
perhaps,vielleicht
period,Zeitraum
person,Person
personal,persönlichen
personalities,Persönlichkeiten
personality,Persönlichkeit
personally,persönlich
perspective,Perspektive
perverse,perverse
pet,pet
peter,Peter
petty,kleinlich
ph.d,ph.d
phenomenal,phänomenalen
phil,phil
philharmonic,Philharmonie
philosophical,philosophischen
phone,Telefon
photo,Foto
photographed,fotografiert
photographs,Fotografien
photography,Fotografie
phrases,Sätze
phrasing,Phrasierung
physical,physikalischen
pianist,Pianist
piano,Klavier
pick,Pick
picked,hob
picking,Kommissionierung
picks,nimmt
picture,Bild
pie,pie
piece,Stück
pieces,Stück
pierce,Pierce
pigeon,Taube
pilates,Pilates
pile,Stapel
pink,rosa
pipes,Rohre
pitiful,erbärmlich
pitt,pitt
pity,Mitleid
place,Platz
placed,platziert
placing,Platzierung
plague,Pest
plain,plain
plan,Plan
planet,Planeten
planned,geplant
planning,Planung
plans,Pläne
plant,Anlage
plastic,Kunststoff
platinum,Platin
play,spielen
played,gespielt
player,Spieler
players,Spieler
playful,spielerisch
playing,spielen
plays,spielt
pleasant,angenehmen
pleasantly,angenehm
please,bitte
pleased,zufrieden
pleasure,Vergnügen
plenty,viel
plot,Grundstück
plotline,Handlungsstrang
plots,Grundstücke
plus,plus
poem,Gedicht
poet,Dichter
poetic,poetische
poetry,Poesie
poignant,poignant
point,Punkt
pointed,wies
pointless,sinnlos
points,Punkte
police,Polizei
policies,Politik
policy,Politik
